id,owner_id,mime_type,file_path,create_day_id,create_date,artist
3c018648-c7b3-4abc-8b5f-f396ba2eb21c,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/3c018648-c7b3-4abc-8b5f-f396ba2eb21c.jpeg,20090102,2009-01-02 02:20:00,Edward Bridges
7fd82898-1580-404d-9f32-8321cb4d03d5,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/7fd82898-1580-404d-9f32-8321cb4d03d5.jpeg,20090102,2009-01-02 02:30:00,Edward Bridges
8c97e3ff-5398-402c-a81f-d23b5377d99c,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/8c97e3ff-5398-402c-a81f-d23b5377d99c.jpeg,20090102,2009-01-02 02:40:00,Edward Bridges
bb1e8697-a9cb-4c20-abfd-4422355cc820,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/bb1e8697-a9cb-4c20-abfd-4422355cc820.jpeg,20090102,2009-01-02 02:50:00,Edward Bridges
df46b8e5-f125-4a69-9fdb-4f5b249512a7,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/df46b8e5-f125-4a69-9fdb-4f5b249512a7.jpeg,20090102,2009-01-02 03:00:00,Edward Bridges
620e431c-cbf7-45b2-ae48-5df85e8850ee,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/620e431c-cbf7-45b2-ae48-5df85e8850ee.jpeg,20090102,2009-01-02 03:10:00,Edward Bridges
b0987c3f-d2a9-4353-85c5-c5d8c9a47f97,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/b0987c3f-d2a9-4353-85c5-c5d8c9a47f97.jpeg,20090122,2009-01-22 03:20:00,Edward Bridges
d1494415-c33a-4fca-a881-51413e14f92f,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/d1494415-c33a-4fca-a881-51413e14f92f.jpeg,20090122,2009-01-22 03:30:00,Edward Bridges
77b05aba-1aee-4368-829e-f585d8756a34,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/77b05aba-1aee-4368-829e-f585d8756a34.jpeg,20090122,2009-01-22 03:40:00,Edward Bridges
caf3659e-b3c5-4c8f-a990-6ed9105c3750,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/caf3659e-b3c5-4c8f-a990-6ed9105c3750.jpeg,20090122,2009-01-22 03:50:00,Edward Bridges
d202f187-b971-4eaf-893f-7fffc1ef314f,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/d202f187-b971-4eaf-893f-7fffc1ef314f.jpeg,20090122,2009-01-22 04:00:00,Edward Bridges
8fdc59c6-2c43-4cb3-bdd1-a6bd1e2195b1,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/8fdc59c6-2c43-4cb3-bdd1-a6bd1e2195b1.jpeg,20090122,2009-01-22 04:10:00,Edward Bridges
97d7776b-86c9-4742-b777-539e08168218,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/97d7776b-86c9-4742-b777-539e08168218.jpeg,20090122,2009-01-22 04:20:00,Edward Bridges
5b4b1d51-ecc6-4409-8bf2-b39a74b38178,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/5b4b1d51-ecc6-4409-8bf2-b39a74b38178.jpeg,20090122,2009-01-22 04:30:00,Edward Bridges
3218c803-f1b7-499a-bec1-c72ac6df626b,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/3218c803-f1b7-499a-bec1-c72ac6df626b.jpeg,20090122,2009-01-22 04:40:00,Edward Bridges
05160375-5703-40c1-af2c-826347b37dbe,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/05160375-5703-40c1-af2c-826347b37dbe.jpeg,20090122,2009-01-22 04:50:00,Edward Bridges
33116510-ca81-4315-8d82-02e3aa13a136,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/33116510-ca81-4315-8d82-02e3aa13a136.jpeg,20090122,2009-01-22 05:00:00,Edward Bridges
b88567c8-9f2e-45c4-ad54-6b1fcd797dd8,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/b88567c8-9f2e-45c4-ad54-6b1fcd797dd8.jpeg,20090122,2009-01-22 05:10:00,Edward Bridges
2396c2d9-47b6-4bed-92f2-8b55bd808e9c,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/2396c2d9-47b6-4bed-92f2-8b55bd808e9c.jpeg,20090122,2009-01-22 05:20:00,Edward Bridges
acfb0a25-a0b1-4c30-8ef0-c8a49bfca138,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/acfb0a25-a0b1-4c30-8ef0-c8a49bfca138.jpeg,20090122,2009-01-22 05:30:00,Edward Bridges
9c6c6312-98ca-42ab-b96b-0290dfc78f0f,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/9c6c6312-98ca-42ab-b96b-0290dfc78f0f.jpeg,20090122,2009-01-22 05:40:00,Edward Bridges
62f42078-5fbd-44bf-b096-6b9e76f1b7a0,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/62f42078-5fbd-44bf-b096-6b9e76f1b7a0.jpeg,20090122,2009-01-22 05:50:00,Edward Bridges
4737c79d-52b5-4933-87b1-429a998a2fc0,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/4737c79d-52b5-4933-87b1-429a998a2fc0.jpeg,20090122,2009-01-22 06:00:00,Edward Bridges
5ff18c99-c515-4ed6-a50d-07d02d22d75d,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/5ff18c99-c515-4ed6-a50d-07d02d22d75d.jpeg,20090122,2009-01-22 06:10:00,Edward Bridges
14f73c0b-700a-4a2c-8b55-243c37eb05e8,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/14f73c0b-700a-4a2c-8b55-243c37eb05e8.jpeg,20090122,2009-01-22 06:20:00,Edward Bridges
a95586f4-3d4e-4f7e-bea0-78e8cf928206,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/a95586f4-3d4e-4f7e-bea0-78e8cf928206.jpeg,20090122,2009-01-22 06:30:00,Edward Bridges
daab6a25-4096-41cc-af98-9df1c42d05dc,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/daab6a25-4096-41cc-af98-9df1c42d05dc.jpeg,20090502,2009-05-02 06:40:00,Edward Bridges
4a4a71da-c6ed-42db-87b9-9d1fd3f93726,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/4a4a71da-c6ed-42db-87b9-9d1fd3f93726.jpeg,20090502,2009-05-02 06:50:00,Edward Bridges
f120b40f-27bb-4131-97f6-bcbdd41ea094,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/f120b40f-27bb-4131-97f6-bcbdd41ea094.jpeg,20090502,2009-05-02 07:00:00,Edward Bridges
5ac9cdf8-bdb1-4f96-825b-4e000779c9e7,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/5ac9cdf8-bdb1-4f96-825b-4e000779c9e7.jpeg,20090502,2009-05-02 07:10:00,Edward Bridges
1819418e-6e3b-41b1-8a2d-d19e41eef2e7,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/1819418e-6e3b-41b1-8a2d-d19e41eef2e7.jpeg,20090502,2009-05-02 07:20:00,Edward Bridges
5da5db6f-385e-4f94-a84f-e2604ee74aec,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/5da5db6f-385e-4f94-a84f-e2604ee74aec.jpeg,20090502,2009-05-02 07:30:00,Edward Bridges
5fe14541-af7e-430e-86d0-912ed0af5fd4,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/5fe14541-af7e-430e-86d0-912ed0af5fd4.jpeg,20090502,2009-05-02 07:40:00,Edward Bridges
048e304f-63b5-4dd3-8996-41a8d48eff86,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/048e304f-63b5-4dd3-8996-41a8d48eff86.jpeg,20090502,2009-05-02 07:50:00,Edward Bridges
bff46cc2-d049-4213-a776-b0d6df68561f,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/bff46cc2-d049-4213-a776-b0d6df68561f.jpeg,20090502,2009-05-02 08:00:00,Edward Bridges
438d5d82-0eed-458a-9088-19d8d799fe97,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/438d5d82-0eed-458a-9088-19d8d799fe97.jpeg,20090502,2009-05-02 08:10:00,Edward Bridges
aef39082-43e4-411b-aaf0-ebea88da9c5e,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/aef39082-43e4-411b-aaf0-ebea88da9c5e.jpeg,20090502,2009-05-02 08:20:00,Edward Bridges
5d6dfd8d-dce5-4e64-ac12-acec67702178,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/5d6dfd8d-dce5-4e64-ac12-acec67702178.jpeg,20090502,2009-05-02 08:30:00,Edward Bridges
65160a31-15f2-418d-a5e0-60d1d356067e,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/65160a31-15f2-418d-a5e0-60d1d356067e.jpeg,20090502,2009-05-02 08:40:00,Edward Bridges
c47f5662-ee16-4897-af21-eb0f0c6c1e7a,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/c47f5662-ee16-4897-af21-eb0f0c6c1e7a.jpeg,20090502,2009-05-02 08:50:00,Edward Bridges
8543e4e7-8fd0-4493-b9f3-522a08e81724,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/8543e4e7-8fd0-4493-b9f3-522a08e81724.jpeg,20090502,2009-05-02 09:00:00,Edward Bridges
08d9b71d-1505-4580-a9ee-3a3f637b16fe,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/08d9b71d-1505-4580-a9ee-3a3f637b16fe.jpeg,20090502,2009-05-02 09:10:00,Edward Bridges
21792c1e-e6fa-4334-a9d7-47c813ecaff3,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/21792c1e-e6fa-4334-a9d7-47c813ecaff3.jpeg,20090502,2009-05-02 09:20:00,Edward Bridges
4644762b-0d30-46f7-8884-d2fb8eb2fc19,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/4644762b-0d30-46f7-8884-d2fb8eb2fc19.jpeg,20090502,2009-05-02 09:30:00,Edward Bridges
59f2d699-578f-40e0-bed5-2acecde62727,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/59f2d699-578f-40e0-bed5-2acecde62727.jpeg,20090502,2009-05-02 09:40:00,Edward Bridges
c3e3785a-55b6-46dc-bdc8-6c353926b0f9,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/c3e3785a-55b6-46dc-bdc8-6c353926b0f9.jpeg,20090502,2009-05-02 09:50:00,Edward Bridges
c44339a5-ed35-4fb4-a954-e023c4dcfe48,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/c44339a5-ed35-4fb4-a954-e023c4dcfe48.jpeg,20090502,2009-05-02 10:00:00,Edward Bridges
39356ebe-9064-4567-a085-47d7f0585a0d,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/39356ebe-9064-4567-a085-47d7f0585a0d.jpeg,20090522,2009-05-22 10:10:00,Edward Bridges
24ae3587-efdd-4a35-b384-4df5ce6bb2fa,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/24ae3587-efdd-4a35-b384-4df5ce6bb2fa.jpeg,20090522,2009-05-22 10:20:00,Edward Bridges
e53b5d87-ec33-4234-8966-ea4fcf6d6120,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/e53b5d87-ec33-4234-8966-ea4fcf6d6120.jpeg,20090522,2009-05-22 10:30:00,Edward Bridges
4d96cb4f-0b38-4ef2-abd4-0bbdc56c2ed7,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/4d96cb4f-0b38-4ef2-abd4-0bbdc56c2ed7.jpeg,20090522,2009-05-22 10:40:00,Edward Bridges
d79df593-0adf-44fa-8340-6062a70fb999,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/d79df593-0adf-44fa-8340-6062a70fb999.jpeg,20090522,2009-05-22 10:50:00,Edward Bridges
af683323-4bf2-4f9a-b792-87f9701a8fba,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/af683323-4bf2-4f9a-b792-87f9701a8fba.jpeg,20090522,2009-05-22 11:00:00,Edward Bridges
d84225b3-98d3-4a0d-9adf-ed37b32fb60d,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/d84225b3-98d3-4a0d-9adf-ed37b32fb60d.jpeg,20090522,2009-05-22 11:10:00,Edward Bridges
e34c5c83-ee7f-43df-a6ec-085a8df6a2a0,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/e34c5c83-ee7f-43df-a6ec-085a8df6a2a0.jpeg,20090522,2009-05-22 11:20:00,Edward Bridges
4f35763d-91ba-48db-8361-9722983fcfc7,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/4f35763d-91ba-48db-8361-9722983fcfc7.jpeg,20090522,2009-05-22 11:30:00,Edward Bridges
97fa0778-bc6e-49d5-aa35-9cece14945ce,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/97fa0778-bc6e-49d5-aa35-9cece14945ce.jpeg,20090522,2009-05-22 11:40:00,Edward Bridges
ec4fd56d-a5e6-474d-9b0a-665d56a771e1,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/ec4fd56d-a5e6-474d-9b0a-665d56a771e1.jpeg,20090902,2009-09-02 11:50:00,Edward Bridges
a4e5713d-08a2-43e8-93d4-f8fc01613fc0,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/a4e5713d-08a2-43e8-93d4-f8fc01613fc0.jpeg,20090902,2009-09-02 12:00:00,Edward Bridges
65c5364b-af1f-4610-812e-ce3ac8abf2a1,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/65c5364b-af1f-4610-812e-ce3ac8abf2a1.jpeg,20090902,2009-09-02 12:10:00,Edward Bridges
2e5b2638-24fa-4c01-bd10-3946fecb6e83,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/2e5b2638-24fa-4c01-bd10-3946fecb6e83.jpeg,20090902,2009-09-02 12:20:00,Edward Bridges
0141874b-c9d1-44dc-8d3d-b17906e2e671,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/0141874b-c9d1-44dc-8d3d-b17906e2e671.jpeg,20090902,2009-09-02 12:30:00,Edward Bridges
c12bcd1a-1407-4e0d-b7d5-d2b2a3d298c7,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/c12bcd1a-1407-4e0d-b7d5-d2b2a3d298c7.jpeg,20090902,2009-09-02 12:40:00,Edward Bridges
3add0ab4-0632-47d2-9529-e4609d17472e,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/3add0ab4-0632-47d2-9529-e4609d17472e.jpeg,20090902,2009-09-02 12:50:00,Edward Bridges
727116d8-f928-4667-9c77-c75c12ea0d47,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/727116d8-f928-4667-9c77-c75c12ea0d47.jpeg,20090902,2009-09-02 13:00:00,Edward Bridges
6bd994dc-6801-4faf-bab6-23f43a1e3d18,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/6bd994dc-6801-4faf-bab6-23f43a1e3d18.jpeg,20090902,2009-09-02 13:10:00,Edward Bridges
3f255eca-00a2-4943-889c-42acf911349a,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/3f255eca-00a2-4943-889c-42acf911349a.jpeg,20090902,2009-09-02 13:20:00,Edward Bridges
49791329-a5b5-4d76-a2e5-25600ab3de76,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/49791329-a5b5-4d76-a2e5-25600ab3de76.jpeg,20090922,2009-09-22 13:30:00,Edward Bridges
468b441a-6730-48b2-9e8a-d272c9ca5252,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/468b441a-6730-48b2-9e8a-d272c9ca5252.jpeg,20090922,2009-09-22 13:40:00,Edward Bridges
055322d3-7209-4692-98e0-a5e6603b119e,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/055322d3-7209-4692-98e0-a5e6603b119e.jpeg,20090922,2009-09-22 13:50:00,Edward Bridges
e957976a-2b8e-4ba8-a8ae-11889e5f00fd,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/e957976a-2b8e-4ba8-a8ae-11889e5f00fd.jpeg,20090922,2009-09-22 14:00:00,Edward Bridges
53fc5164-14ee-41fa-ab3f-3ca283533836,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/53fc5164-14ee-41fa-ab3f-3ca283533836.jpeg,20090922,2009-09-22 14:10:00,Edward Bridges
3a4be3f8-6b47-4945-b510-eae3fccc7932,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/3a4be3f8-6b47-4945-b510-eae3fccc7932.jpeg,20090922,2009-09-22 14:20:00,Edward Bridges
a65d2bd1-06d3-4722-bda5-88f54d69f817,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/a65d2bd1-06d3-4722-bda5-88f54d69f817.jpeg,20090922,2009-09-22 14:30:00,Edward Bridges
1a847f1d-64b5-45aa-87c1-b8e0beae01d4,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/1a847f1d-64b5-45aa-87c1-b8e0beae01d4.jpeg,20090922,2009-09-22 14:40:00,Edward Bridges
cbf6f76b-21be-46f8-9cf4-e34c2dc9775a,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/cbf6f76b-21be-46f8-9cf4-e34c2dc9775a.jpeg,20090922,2009-09-22 14:50:00,Edward Bridges
d1388021-8f6c-4417-b538-2fd578455e71,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/d1388021-8f6c-4417-b538-2fd578455e71.jpeg,20090922,2009-09-22 15:00:00,Edward Bridges
81bcd3f0-8128-4bb3-b404-af2a84ff582d,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/81bcd3f0-8128-4bb3-b404-af2a84ff582d.jpeg,20090922,2009-09-22 15:10:00,Edward Bridges
85745d10-b080-4b8f-8212-5092097ce78e,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/85745d10-b080-4b8f-8212-5092097ce78e.jpeg,20090922,2009-09-22 15:20:00,Edward Bridges
0a9a3439-f24e-45b1-8849-9898f0bbb5d0,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/0a9a3439-f24e-45b1-8849-9898f0bbb5d0.jpeg,20090922,2009-09-22 15:30:00,Edward Bridges
8e22f68f-623c-4951-a54f-f6cd827e2f8c,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/8e22f68f-623c-4951-a54f-f6cd827e2f8c.jpeg,20090922,2009-09-22 15:40:00,Edward Bridges
5d23c48d-8c34-4181-b4ec-7d2c9c66c07c,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/5d23c48d-8c34-4181-b4ec-7d2c9c66c07c.jpeg,20090922,2009-09-22 15:50:00,Edward Bridges
9b384694-d5c8-43a1-9320-e0d422e4482c,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/9b384694-d5c8-43a1-9320-e0d422e4482c.jpeg,20090922,2009-09-22 16:00:00,Edward Bridges
47c55d4a-401f-4e74-bd6a-64a7267abf65,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/47c55d4a-401f-4e74-bd6a-64a7267abf65.jpeg,20090922,2009-09-22 16:10:00,Edward Bridges
390bfc66-894c-4585-999f-31adedd083c3,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/390bfc66-894c-4585-999f-31adedd083c3.jpeg,20090922,2009-09-22 16:20:00,Edward Bridges
455d8ec6-7e29-4ca8-8a75-80bb97a6fbfe,48e0135c-4237-4a30-b129-7aee35875767,image/jpeg,/48e0135c-4237-4a30-b129-7aee35875767/455d8ec6-7e29-4ca8-8a75-80bb97a6fbfe.jpeg,20090922,2009-09-22 16:30:00,Edward Bridges
